osm_type,id,categoria,lat,lon,name,sin_nombre
node,5149973082,comercio,4.6573304,-74.0725656,Toyocar,False
node,5149973085,comercio,4.6573683,-74.0726209,Pitlane,False
node,5149973088,comercio,4.6574202,-74.0726991,Importadora Japón,False
node,5149973095,comercio,4.6574608,-74.0727759,Importadora Chevromotor,False
node,5149973096,comercio,4.6574895,-74.0728173,Intertacometros,False
node,5149973097,comercio,4.6574375,-74.0728855,Odricars,False
node,5149973103,comercio,4.6574169,-74.0729202,Universal De Latas,False
node,5149973107,comercio,4.6573377,-74.0729643,Candia Repuestos Mazda,False
node,5149973108,comercio,4.6573064,-74.072987,Frenos Alejo,False
node,5149973113,comercio,4.6572738,-74.072997,Cars Frenos,False
node,5149973117,comercio,4.6572138,-74.0730358,Remazfi,False
node,5149978124,comercio,4.6571,-74.0730605,Portamaletas,False
node,5149984978,comercio,4.672764,-74.0992406,Ferremak,False
node,5149984983,comercio,4.6722142,-74.0996512,Ferretería Franco Electricos,False
node,5149984994,comercio,4.6720065,-74.0998008,Deposito-Ferretería,False
node,5149984997,comercio,4.6719454,-74.0998314,Cortinas,False
node,5149985005,comercio,4.6717871,-74.100473,Servifrenos Lubricantes,False
node,5149997296,comercio,4.6570787,-74.0730685,AB Matsumazda,False
node,5149997305,comercio,4.6570134,-74.0730972,El Polones Fiat Lada,False
node,5149997306,comercio,4.6569488,-74.0731193,Ital-Bras,False
node,5149997316,comercio,4.6567937,-74.0731781,El Faro,False
node,5149997317,comercio,4.6567225,-74.0732021,Cauchos Gervan Andres,False
node,5149997424,comercio,4.6564635,-74.0733297,Motorparties Co,False
node,5149997442,comercio,4.6562693,-74.0736789,Tecimec,False
node,5149997449,comercio,4.656329,-74.0738385,JR Car Audio,False
node,5149997453,comercio,4.6563464,-74.0738751,Dancars,False
node,5149997458,comercio,4.6566392,-74.0741856,BC Batercol,False
node,5149997459,comercio,4.6566693,-74.0741742,INter Rapidisimo,False
node,5149997460,comercio,4.6567072,-74.0741598,Mundial De Espejos y Lujos,False
node,5150020390,comercio,4.6567472,-74.0741446,Mecanizados,False
node,5150020394,comercio,4.6568119,-74.07412,El Punto Peugeot,False
node,5150020403,comercio,4.656893,-74.0740892,Pro Audio,False
node,5150020404,comercio,4.6569215,-74.0740784,Lujos y Cinturones Lucho,False
node,5150020414,comercio,4.6571174,-74.0740031,Gimautos,False
node,5150020419,comercio,4.657324,-74.0739256,Almacen Nissan Peugeot,False
node,5150020420,comercio,4.6573723,-74.0739072,Mireya Torres Colision,False
node,5150021924,comercio,4.6574593,-74.0738742,Importadora Peugeot,False
node,5150047726,comercio,4.6575544,-74.0738381,Quality Importadores,False
node,5150047731,comercio,4.6577675,-74.0737625,Alarmas y Elevavidrios,False
node,5150047735,comercio,4.6578783,-74.0736687,Car-Moviles,False
node,5150047741,comercio,4.6580243,-74.0735813,Marcar,False
node,5150047748,comercio,4.6581859,-74.073479,La Esquina,False
node,5150047753,comercio,4.6582122,-74.0734565,Roy,False
node,5150047758,comercio,4.6582731,-74.0734125,Invelectrics,False
node,5150047763,comercio,4.6586173,-74.0731793,Montana,False
node,5150047767,comercio,4.6586464,-74.0731583,Centromah,False
node,5150051505,comercio,4.6586868,-74.0731306,Transmatic,False
node,5150051506,comercio,4.6587148,-74.0731173,Cauchos De Fabrica,False
node,5150051518,comercio,4.6587944,-74.0730564,Leonautos,False
node,5150051519,comercio,4.6588305,-74.0730316,Surti-Montero,False
node,5150053160,comercio,4.6692078,-74.1082804,L&M,False
node,5150059095,comercio,4.6925484,-74.1119439,Minimercado Centavo Menos,False
node,5150059116,comercio,4.6941519,-74.1146424,Panadería La Especial,False
node,5150062135,comercio,4.718304,-74.0691488,Reyes,False
node,5150062140,comercio,4.7183452,-74.0692499,Dinastia,False
node,5150062143,comercio,4.7184076,-74.0693857,Kenda,False
node,5150062162,comercio,4.7190001,-74.0706911,Deco Line,False
node,5150062173,comercio,4.7200351,-74.070874,Ospina,False
node,5150062178,comercio,4.7201805,-74.0708356,Sin registro,True
node,5150062189,comercio,4.7204899,-74.0706849,Carnes Shaloom,False
node,5150062190,comercio,4.720526,-74.0706734,Hipermercado Belleza,False
node,5150082258,comercio,4.6598522,-74.0726868,Tapiceria,False
node,5150082259,comercio,4.6598727,-74.0727162,Martin Skoda Repuestos,False
node,5150082269,comercio,4.6599947,-74.0728911,Multivolkswagen,False
node,5150082283,comercio,4.660112,-74.0730591,Rectificadora De Rines La 67,False
node,5150082287,comercio,4.6601319,-74.0730877,Distrilatina,False
node,5150082292,comercio,4.6603106,-74.0733438,DR Radiodores,False
node,5150082307,comercio,4.6603945,-74.0734641,La Casa Del Escarabajo Volkswagen,False
node,5150101098,comercio,4.6605992,-74.0737576,Siete Korea,False
node,5150102943,comercio,4.6612551,-74.0746976,El Pan De Emanuel,False
node,5150102950,comercio,4.6613239,-74.0747963,Escapes Exostos,False
node,5150102963,comercio,4.6615318,-74.0750943,Boceles y Lujos,False
node,5150106104,comercio,4.7229643,-74.0447731,Oxxo,False
node,5150106116,comercio,4.7229708,-74.0447076,Calzado Romulo,False
node,5150115411,comercio,4.6618301,-74.0755219,Car Audio C & E,False
node,5150115412,comercio,4.6618097,-74.0754926,HG Services,False
node,5150115419,comercio,4.6620709,-74.075867,Auto Servicio Leal,False
node,5150124623,comercio,4.6621149,-74.0759301,Gajas Automaticas,False
node,5150132115,comercio,4.664942,-74.0693913,Racing,False
node,5150132288,comercio,4.6659998,-74.0707804,Energiteca,False
node,5150162074,comercio,4.6664291,-74.1096143,Pets,False
node,5150162979,comercio,4.7224915,-74.0436542,Deli,False
node,5150162983,comercio,4.7223851,-74.0433907,Bisuteria,False
node,5150163000,comercio,4.7220535,-74.0426487,Emma Intima,False
node,5150163001,comercio,4.7220521,-74.0426152,Sexappeal,False
node,5150168372,comercio,4.661107,-74.0737066,Mecatronica,False
node,5150168379,comercio,4.6611183,-74.0738784,Gasautos,False
node,5150168380,comercio,4.6610902,-74.0738973,Mortigaudores,False
node,5150168386,comercio,4.6609778,-74.0737865,Germuelles,False
node,5150168387,comercio,4.6609109,-74.0738363,Amortiguadores,False
node,5150173188,comercio,4.669043,-74.0652755,Sin registro,True
node,5150173197,comercio,4.668992,-74.0651989,Deposito,False
node,5150178319,comercio,4.6698907,-74.1078844,Electriaceros,False
node,5150179021,comercio,4.6586375,-74.075654,Imperio Grafico Polarizados,False
node,5150193319,comercio,4.6704297,-74.1055849,Barbatos,False
node,5150219439,comercio,4.6704093,-74.1062979,Santander Pasteleria,False
node,5150219443,comercio,4.6703538,-74.1063596,Foto Estudio Ariza,False
node,5150219449,comercio,4.6703195,-74.1063979,Jaspe,False
node,5150219457,comercio,4.6702595,-74.1064695,Pasteleria Mi Espanolita,False
node,5150219475,comercio,4.6698291,-74.1068822,Pigmentos,False
node,5150224736,comercio,4.6689969,-74.0651189,Ferreteria J.N. Hermanos,False
node,5150224740,comercio,4.6690834,-74.0650625,Bronco,False
node,5150224743,comercio,4.6691219,-74.0650402,Sapolin,False
node,5150224752,comercio,4.669621,-74.0647234,Pintuco,False
node,5150224760,comercio,4.6697437,-74.0646426,Cordiseño,False
node,5150224761,comercio,4.669763,-74.0646307,Colores,False
node,5150224767,comercio,4.6698199,-74.0646047,1A Cabados,False
node,5150224768,comercio,4.6698584,-74.0646522,Sala de Belleza,False
node,5150232115,comercio,4.6696196,-74.1053718,Croker's,False
node,5150232120,comercio,4.6697339,-74.1055027,Peña Peluquería,False
node,5150232829,comercio,4.6692385,-74.1050231,Las Tinajas,False
node,5150232830,comercio,4.6692598,-74.1050511,Super Todo,False
node,5150233415,comercio,4.657835,-74.0758426,Super Amortiguadores,False
node,5150233824,comercio,4.6576749,-74.0748489,Todos En Vidrios Autos,False
node,5150233825,comercio,4.6575917,-74.0747343,Radaly,False
node,5150233830,comercio,4.6573681,-74.0746008,Panadería,False
node,5150233835,comercio,4.6572037,-74.0742089,Forros Gama,False
node,5150233841,comercio,4.6573879,-74.0742151,Shibumiteca JA,False
node,5150237429,comercio,4.6699257,-74.0647694,ICO,False
node,5150237433,comercio,4.6699582,-74.0648191,Unifer,False
node,5150237437,comercio,4.6699826,-74.0648592,Ferreteria Uillanveue,False
node,5150237685,comercio,4.6694932,-74.1047519,Trébol Licorera,False
node,5150237691,comercio,4.6696564,-74.1049038,Col Hogar,False
node,5150237700,comercio,4.6698207,-74.1050712,Blower Factory,False
node,5150239537,comercio,4.7218181,-74.0420345,Fit Market,False
node,5150239539,comercio,4.7217982,-74.0419704,Fiori,False
node,5150239541,comercio,4.7217821,-74.0419365,Stop,False
node,5150243555,comercio,4.6720617,-74.0702668,Home Loft,False
node,5150243560,comercio,4.6720969,-74.0705025,Opttimo,False
node,5150243569,comercio,4.6719696,-74.0705899,Muebles Y Estilos,False
node,5150243570,comercio,4.6719292,-74.0706167,Bodega Del Mueble,False
node,5150243576,comercio,4.6719032,-74.0706435,Deko Maderas,False
node,5150245366,comercio,4.6934017,-74.1085982,Cigarrería El Paisa,False
node,5150245389,comercio,4.6928875,-74.1092946,Exipollo,False
node,5150245390,comercio,4.6928396,-74.1092023,Nancy,False
node,5150245395,comercio,4.6930782,-74.1096292,Supermercado Santander,False
node,5150245400,comercio,4.6929546,-74.1094013,Peluquería,False
node,5150245406,comercio,4.6932325,-74.1098667,Carlos Alberto Peluquería,False
node,5150245418,comercio,4.6933408,-74.1100455,Miscelánea Paper Pluss,False
node,5150245419,comercio,4.6933086,-74.1099898,D' Alice,False
node,5150245420,comercio,4.6933206,-74.110015,Caronte Tattoo,False
node,5150245924,comercio,4.6935077,-74.1103257,Panificadora Monserrate,False
node,5150245925,comercio,4.6934733,-74.1102749,Almacen de Pinturas Pintustar,False
node,5150246578,comercio,4.6569129,-74.0734726,Polarizados,False
node,5150246579,comercio,4.6569493,-74.0735834,Tropicales,False
node,5150246580,comercio,4.6570818,-74.073476,Fibrakers Frenos,False
node,5150246581,comercio,4.6568972,-74.0730125,Renofase,False
node,5150246585,comercio,4.6568803,-74.0729677,D & S Auto Partes,False
node,5150247129,comercio,4.6707609,-74.1059689,Selex,False
node,5150247136,comercio,4.6708882,-74.1058453,Paga Todo,False
node,5150247141,comercio,4.6709619,-74.1057642,Copynamos,False
node,5150247142,comercio,4.6709851,-74.1057429,Mary's,False
node,5150247143,comercio,4.6710033,-74.1057146,Cabello Radiante,False
node,5150250917,comercio,4.7213743,-74.0703328,Riguar,False
node,5150251722,comercio,4.7213284,-74.0703531,Lubricentro Junior,False
node,5150251723,comercio,4.7213138,-74.0703556,Ferremundo,False
node,5150251728,comercio,4.7211913,-74.0704101,CB Ropa Sport,False
node,5150251729,comercio,4.7212157,-74.0704028,Jardines de Luz,False
node,5150251736,comercio,4.7216483,-74.0702349,Carnes Los Cedros,False
node,5150251743,comercio,4.7218854,-74.0701377,Satori,False
node,5150251744,comercio,4.7219499,-74.0701143,La Mundial,False
node,5150251749,comercio,4.7219922,-74.0700662,Bencos,False
node,5150255133,comercio,4.6705135,-74.0657176,Inkorporar,False
node,5150255146,comercio,4.6707287,-74.0660611,Tapiceria Pintura Muebles,False
node,5150255147,comercio,4.6707908,-74.0661494,Lavaseco Capricornio,False
node,5150255152,comercio,4.6715924,-74.0674848,El Clutch De Colombia,False
node,5150255155,comercio,4.6716759,-74.0676117,Casa Quinta,False
node,5150255160,comercio,4.6717432,-74.06774,El Paisa,False
node,5150260417,comercio,4.6919199,-74.1108841,Ferretería,False
node,5150260641,comercio,4.6710366,-74.1056832,Mary,False
node,5150260646,comercio,4.6711295,-74.105594,Baby Center 95,False
node,5150260654,comercio,4.6712376,-74.1054917,Vista Hermosa,False
node,5150260658,comercio,4.6712881,-74.105443,Supermercado El Armadillo,False
node,5150260659,comercio,4.6713184,-74.1054136,Digital Comuncaciones,False
node,5150281323,comercio,4.7214767,-74.0460588,Urban Hair Stylie,False
node,5150281329,comercio,4.721448,-74.0458692,Vanity Fair,False
node,5150281330,comercio,4.7214557,-74.0459268,Spa Kairos,False
node,5150289263,comercio,4.6719244,-74.0680732,Fashion Sweet,False
node,5150289276,comercio,4.6722083,-74.0684953,Mazfor,False
node,5150289281,comercio,4.6748475,-74.0608923,Fotocopias,False
node,5150291208,comercio,4.6713184,-74.1039394,Barnal Autos,False
node,5150305264,comercio,4.6921954,-74.1097743,Mercadería Justo & Bueno,False
node,5150310444,comercio,4.719312,-74.0474632,Neomar Contreras,False
node,5150310473,comercio,4.6741146,-74.1029292,El Dorado,False
node,5150310479,comercio,4.6760727,-74.1051472,Panadería Hojaldres,False
node,5150316187,comercio,4.7417581,-74.043151,Stiven's,False
node,5150316190,comercio,4.741841,-74.0431352,Pan La Casona,False
node,5150316194,comercio,4.7419948,-74.0430976,Calzado Suárez,False
node,5150316195,comercio,4.7420412,-74.0430758,Lavaseco Londomatic,False
node,5150316200,comercio,4.7422147,-74.0430508,Ariplast,False
node,5150316201,comercio,4.742269,-74.0430392,Sin registro,True
node,5150316205,comercio,4.7423559,-74.0430199,Camaleón,False
node,5150316210,comercio,4.7424188,-74.042998,Sin registro,True
node,5150316214,comercio,4.7425494,-74.0429549,Sin registro,True
node,5150316217,comercio,4.7426815,-74.0429165,Tijeras Modernas,False
node,5150351225,comercio,4.6794527,-74.1090602,Size Estética,False
node,5150351231,comercio,4.6795203,-74.1091656,Supermotos M.D.,False
node,5150365842,comercio,4.6798788,-74.1095597,Estilo Internacional,False
node,5150428028,comercio,4.6861474,-74.1121321,Supermercado Pomac,False
node,5150428033,comercio,4.6875931,-74.1107691,Supermercado Los Amigos,False
node,5150441561,comercio,4.6309339,-74.0819321,La Nacional,False
node,5150465779,comercio,4.6901643,-74.1087078,Closets y Cocinas,False
node,5150465782,comercio,4.6902103,-74.1086617,Sofimotos,False
node,5150465785,comercio,4.690273,-74.1086448,Amimoto,False
node,5150465794,comercio,4.6903833,-74.1086048,Luna,False
node,5150465797,comercio,4.6904427,-74.1085895,Fresko Pan,False
node,5150490125,comercio,4.7220919,-74.0700487,Optosalud,False
node,5150490135,comercio,4.7226308,-74.0698539,Nes Stile Andrea,False
node,5150490140,comercio,4.7226734,-74.0698343,Lavaseco Capricornio,False
node,5150490146,comercio,4.7228012,-74.0697835,Colombiana de Carnes,False
node,5150490152,comercio,4.7231599,-74.0696253,Carnes Romero's,False
node,5150490157,comercio,4.7232143,-74.06961,Bebes.com,False
node,5150490158,comercio,4.7241257,-74.0692397,Recreo,False
node,5150490163,comercio,4.7231121,-74.0668221,La Colina,False
node,5150490169,comercio,4.7238452,-74.0674557,Cigarrería Londres,False
node,5150490175,comercio,4.722185,-74.0692413,Hair Salon,False
node,5150490180,comercio,4.7197171,-74.0703246,Espum,False
node,5150490181,comercio,4.7200274,-74.0710945,Paga Todo,False
node,5150501543,comercio,4.6613897,-74.0736879,Turbos,False
node,5150501547,comercio,4.6613379,-74.0737234,Recti-Express,False
node,5150501548,comercio,4.66104,-74.0739309,Segurautos JM,False
node,5150501549,comercio,4.6610234,-74.0739421,Recti-norte,False
node,5150501556,comercio,4.6610049,-74.0739545,Rokopaola,False
node,5150514222,comercio,4.6907047,-74.1084841,Duplicolor's,False
node,5150514226,comercio,4.690758,-74.1084581,Primavera,False
node,5150514235,comercio,4.6910123,-74.1083404,El Triunfo,False
node,5150514240,comercio,4.6921094,-74.1077922,Cocinas Integrales JJBR,False
node,5150514243,comercio,4.6919739,-74.1079034,Cocinas Imperial J.A.,False
node,5150514244,comercio,4.6919457,-74.1079101,Extintores Alfa Gasex S.A.S.,False
node,5150516459,comercio,4.7429091,-74.0428851,Maxidesechables,False
node,5150516463,comercio,4.7429588,-74.0428709,Nubi's,False
node,5150552166,comercio,4.6609727,-74.0739859,Car Audio,False
node,5150552172,comercio,4.6607847,-74.0741156,Cama,False
node,5150552179,comercio,4.6605762,-74.0742659,Hidrautos Car,False
node,5150552183,comercio,4.6605377,-74.0742883,The Fusion,False
node,5150552184,comercio,4.6605173,-74.0743034,Tapizados,False
node,5150552185,comercio,4.6604958,-74.0743192,Cocinas Industriales,False
node,5150552190,comercio,4.6604524,-74.0743606,Frenos y Amortiguadores,False
node,5150574700,comercio,4.6921405,-74.1077784,Cocinas Idealortiz,False
node,5150574705,comercio,4.6923231,-74.1076932,Ciclo Manaes,False
node,5150574716,comercio,4.6926673,-74.1075111,Cocinas Steven,False
node,5150578637,comercio,4.6931565,-74.1072323,Ingetec,False
node,5150605695,comercio,4.7157751,-74.0560989,Calzado Paso a Paso,False
node,5150605696,comercio,4.7157812,-74.0561591,Zocalo,False
node,5150605697,comercio,4.7157861,-74.0561898,DCB Perfumería,False
node,5150605706,comercio,4.7158077,-74.0563396,Criyl,False
node,5150606710,comercio,4.6935574,-74.1070133,Motos,False
node,5150606711,comercio,4.6934813,-74.1070596,Cocinas Colombianas,False
node,5150606717,comercio,4.6937389,-74.1069045,D'Nicol's Integrales,False
node,5150608021,comercio,4.6937978,-74.1068696,Modisteria Variedades Carolina,False
node,5150608028,comercio,4.6939812,-74.1067957,Lujos y Accesorios,False
node,5150615609,comercio,4.6603024,-74.0744584,Cigarrería Anny R.R,False
node,5150615613,comercio,4.6602445,-74.0745051,Sajer,False
node,5150615617,comercio,4.6601762,-74.0745601,Auto Alarmas y Radios JV,False
node,5150615618,comercio,4.6601529,-74.0745789,Forros,False
node,5150615929,comercio,4.6599909,-74.074654,Pintu 7 de Agosta,False
node,5150615930,comercio,4.6599631,-74.074675,Galvanicrom Cromados,False
node,5150615935,comercio,4.6599422,-74.0746923,Tecnilatas Segunda,False
node,5150615936,comercio,4.6599075,-74.074721,La Costeña,False
node,5150615937,comercio,4.6598731,-74.0747494,Autorepuestos J.C,False
node,5150619426,comercio,4.7221775,-74.0436456,Frutiver 1A,False
node,5150619427,comercio,4.7221309,-74.0435376,Jelka,False
node,5150619432,comercio,4.7220658,-74.0434271,Éxito,False
node,5150619450,comercio,4.7218976,-74.0429376,Passarela Textil,False
node,5150619451,comercio,4.7218591,-74.0428609,Photo Print Colombia,False
node,5150627089,comercio,4.6944685,-74.1065566,D'Alexis Peluquería,False
node,5150627090,comercio,4.6944484,-74.1065647,Ciclo Luz,False
node,5150627408,comercio,4.6593328,-74.0751281,Amortiguadores,False
node,5150627412,comercio,4.6593745,-74.0750915,Magma,False
node,5150635564,comercio,4.6951098,-74.1061765,Palmotero,False
node,5150635567,comercio,4.6950642,-74.1061966,Distri Belleza,False
node,5150638649,comercio,4.7600987,-74.0238878,Ferret Iodo,False
node,5150638654,comercio,4.7603,-74.023919,Jonny Pan,False
node,5150638669,comercio,4.7617602,-74.0241385,Merquemas,False
node,5150638691,comercio,4.7628615,-74.0240635,Variedades Felipe,False
node,5150638698,comercio,4.7630973,-74.0240354,Imperial,False
node,5150638705,comercio,4.76349,-74.0239962,Autoservicio Todo Menos MC,False
node,5150638724,comercio,4.6584666,-74.0757674,Central de Suspensión,False
node,5150638728,comercio,4.6584291,-74.0757851,PedCar,False
node,5150638735,comercio,4.6583423,-74.0758452,Tecnicentro Bancar,False
node,5150638738,comercio,4.6582594,-74.0759082,Servico Ultra,False
node,5150638742,comercio,4.6577991,-74.0757242,Funerales Los Trinitarios,False
node,5150638743,comercio,4.6577748,-74.0756443,Servicio Electrico,False
node,5150638746,comercio,4.6577441,-74.0755941,Tecni Sport,False
node,5150638751,comercio,4.6576532,-74.0753823,Alvarautos,False
node,5150638758,comercio,4.6575835,-74.0752198,Electricidad Automotriz Maza,False
node,5150641143,comercio,4.7650046,-74.0239299,Manzanares del Norte,False
node,5150641152,comercio,4.7652781,-74.0239282,Ferretería Los Alvarado,False
node,5150641161,comercio,4.7657943,-74.0239983,La Estrellita,False
node,5150643608,comercio,4.7158434,-74.0566046,Luxury,False
node,5150643612,comercio,4.7158451,-74.0566488,Leanar Jeans,False
node,5150643617,comercio,4.7158583,-74.0569074,Comercializadora De Belleza,False
node,5150643618,comercio,4.7158618,-74.0569482,Pandora,False
node,5150645822,comercio,4.7158742,-74.057027,Frutería Mickey del Norte,False
node,5150645825,comercio,4.7158854,-74.0570956,Lee,False
node,5150645830,comercio,4.715888,-74.0571588,Di Belezza,False
node,5150645833,comercio,4.7159214,-74.0573494,El Descuentazo de la 129,False
node,5150645844,comercio,4.715953,-74.0576007,Di Belezza Outlet,False
node,5150653409,comercio,4.6709185,-74.1061602,Visso,False
node,5150653969,comercio,4.657446,-74.0747866,Europeugeot & Volkswagen,False
node,5150653972,comercio,4.6573894,-74.0746516,Outlet Cars,False
node,5150653977,comercio,4.6573432,-74.0745415,Distribudor Evolution,False
node,5150653981,comercio,4.657316,-74.0744767,Lujos Velcar,False
node,5150653982,comercio,4.6571737,-74.0741374,Car Seguros,False
node,5150653983,comercio,4.6571446,-74.0740681,Propartes,False
node,5150666937,comercio,4.6570221,-74.0737203,Acoples Importados,False
node,5150666938,comercio,4.6568774,-74.0733812,Pagatodo,False
node,5150666947,comercio,4.6567259,-74.0729952,Milfrenos,False
node,5150666950,comercio,4.6567141,-74.0729419,Cauchos y Pachas,False
node,5150672919,comercio,4.6564764,-74.0723735,Imporbrake,False
node,5150673054,comercio,4.6566186,-74.0727292,Car Lujos,False
node,5150673055,comercio,4.6566418,-74.0727727,Pines & Manijas,False
node,5150673060,comercio,4.6565461,-74.0725473,K'Jas,False
node,5150673061,comercio,4.656535,-74.0725195,Renol,False
node,5150673062,comercio,4.6565253,-74.0724953,Motor Diesel,False
node,5150673063,comercio,4.6565113,-74.0724604,Sincromotor,False
node,5150674823,comercio,4.6564458,-74.0722973,AutoPartes,False
node,5150674824,comercio,4.6564208,-74.072235,El Amperio,False
node,5150676364,comercio,4.6563438,-74.0720397,Ventas Al Detal,False
node,5150678362,comercio,4.6560948,-74.072142,Autoservicios 7 De Agosto,False
node,5150678365,comercio,4.655931,-74.0722094,El Triunfo,False
node,5150683410,comercio,4.7658521,-74.0240009,La Especial,False
node,5150683930,comercio,4.7684536,-74.0239509,Pan Colombia,False
node,5150683935,comercio,4.7680404,-74.0233334,Minimercado Super Express,False
node,5150683961,comercio,4.7597938,-74.0236402,Sin registro,True
node,5150687480,comercio,4.6602192,-74.0743029,Toyonissan Sas,False
node,5150692292,comercio,4.6721591,-74.1045056,Lavaseco Marmatex,False
node,5150698950,comercio,4.6601595,-74.074354,Inversiones,False
node,5150698959,comercio,4.6600405,-74.0744414,Torni Junior,False
node,5150698968,comercio,4.6599271,-74.0745526,Assist Car,False
node,5150698973,comercio,4.6595953,-74.0747653,Moldepartes,False
node,5150711085,comercio,4.6593309,-74.0749554,Lujos y Boceles,False
node,5150711086,comercio,4.6593054,-74.0749762,4x4 Accesorios,False
node,5150711093,comercio,4.6590618,-74.0751069,Exostos El Primo 2,False
node,5150711109,comercio,4.6587531,-74.0753219,Padicar'z,False
node,5150711110,comercio,4.6586927,-74.0753493,Tecni Servicios,False
node,5150711116,comercio,4.6585106,-74.0754745,Ejes Del Norte,False
node,5150715925,comercio,4.6584642,-74.0755074,Through Glass,False
node,5150715928,comercio,4.6584211,-74.075538,Inyeccion Frenos Ejes Suspension,False
node,5150715933,comercio,4.6583451,-74.0755919,Servicio Tecnico Automotriz,False
node,5150715936,comercio,4.6582881,-74.0756322,Vidrios Bocata,False
node,5150716115,comercio,4.6700429,-74.0749332,Laufer,False
node,5150716421,comercio,4.6692389,-74.0738174,Sir Pig,False
node,5150716425,comercio,4.6691707,-74.0737221,Orfaly,False
node,5150716430,comercio,4.6690885,-74.0736256,Elchim,False
node,5150716440,comercio,4.6691908,-74.0731743,Dalan Muebles,False
node,5150716443,comercio,4.6692255,-74.0731347,El Almocencito,False
node,5150716444,comercio,4.6692509,-74.0731153,Tapete,False
node,5150716449,comercio,4.6693318,-74.0730073,El Minio del Pinio,False
node,5150716452,comercio,4.6694367,-74.0729275,Dekomobly,False
node,5150716457,comercio,4.6695778,-74.0731347,Nicolas,False
node,5150716464,comercio,4.6696666,-74.0732367,Hernán,False
node,5150716472,comercio,4.6697662,-74.07336,Muebles El Roble,False
node,5150716477,comercio,4.6698511,-74.0734727,Meltopan,False
node,5150716482,comercio,4.6700202,-74.0736846,Sueño de Verano,False
node,5150716486,comercio,4.6700589,-74.0737275,Carpemo,False
node,5150716489,comercio,4.6700924,-74.0737778,Diseñar Oficinas,False
node,5150716493,comercio,4.6701218,-74.0738174,Tessuti,False
node,5150716496,comercio,4.6701492,-74.0738536,Sebaot,False
node,5150716502,comercio,4.6702615,-74.0740111,Amapola,False
node,5150716507,comercio,4.6704793,-74.0742988,Testimuebles Pastro,False
node,5150716519,comercio,4.671,-74.0749794,La Vecis Del 12,False
node,5150716524,comercio,4.6711323,-74.0751511,Emmanuel,False
node,5150716539,comercio,4.6745909,-74.073871,Jefferson,False
node,5150716543,comercio,4.6747639,-74.0737402,Supermercados S'as,False
node,5150716558,comercio,4.6756722,-74.0730046,Cerrajeria,False
node,5150716565,comercio,4.6758326,-74.0730798,Ferreteria La 79,False
node,5150716571,comercio,4.6760511,-74.0731991,La Economia,False
node,5150716581,comercio,4.6763365,-74.0733413,Dary Pez,False
node,5150716601,comercio,4.6770155,-74.0736933,Planita,False
node,5150716604,comercio,4.6770803,-74.0737275,Servitega,False
node,5150716619,comercio,4.6753507,-74.071227,Ferrelijas,False
node,5150716741,comercio,4.6740923,-74.0721715,Lubrimarkas,False
node,5150716751,comercio,4.6690865,-74.0739099,Mubles Rueda,False
node,5150716755,comercio,4.6690318,-74.0738361,Amoblando en Casa,False
node,5150716758,comercio,4.669005,-74.0738006,Ky Kyrius,False
node,5150716770,comercio,4.6688245,-74.0732394,Descanso,False
node,5150716794,comercio,4.6698217,-74.0732011,Euro Muebles & Estilos,False
node,5150716795,comercio,4.6698417,-74.0732212,Harsa,False
node,5150716801,comercio,4.6699908,-74.0734347,Eclipse,False
node,5150716804,comercio,4.6700295,-74.0734863,Planet Loft,False
node,5150716807,comercio,4.670065,-74.0735373,Chairs,False
node,5150716816,comercio,4.6703958,-74.0739005,La Estella Roja,False
node,5150716826,comercio,4.6705375,-74.0741231,Swing,False
node,5150716827,comercio,4.6705602,-74.0741473,Diseños & Stylos Loft,False
node,5150716832,comercio,4.6706972,-74.0743203,Alegra Diseño y Decoración,False
node,5150716837,comercio,4.6711196,-74.0748681,Pan De Matrix,False
node,5150716850,comercio,4.6719176,-74.0750827,Tablemac,False
node,5150716860,comercio,4.6753066,-74.0730724,Panadería Delipan,False
node,5150716866,comercio,4.67588,-74.072894,Delicias Hemmer,False
node,5150716872,comercio,4.6761073,-74.0729959,Shaner,False
node,5150716873,comercio,4.6761447,-74.0730114,Julian,False
node,5150716878,comercio,4.6763298,-74.0730945,Alineaciones Especiales,False
node,5150716887,comercio,4.6774186,-74.0736913,Imagenes & Stilos,False
node,5150716896,comercio,4.6776686,-74.0736934,Auto 80,False
node,5150716915,comercio,4.6749257,-74.0708931,Cambio de Aceite,False
node,5150718087,comercio,4.6581823,-74.0757074,Chatarreria JM,False
node,5150718096,comercio,4.6580673,-74.0757932,Cigarreria Lina Sofia,False
node,5150718097,comercio,4.6580412,-74.0757752,Tu Bodega,False
node,5150718100,comercio,4.6580253,-74.07575,Autoyes,False
node,5150720763,comercio,4.6579889,-74.0756594,Tuning Repuestos,False
node,5150720767,comercio,4.6579671,-74.0755967,Nutoyes,False
node,5150720772,comercio,4.657924,-74.0754727,Mec-car GT,False
node,5150727742,comercio,4.72175,-74.0425393,Sin registro,True
node,5150727757,comercio,4.7216048,-74.0422038,Ilumiteca,False
node,5150727758,comercio,4.7215878,-74.0421645,Fiorenzi,False
node,5150727759,comercio,4.7215719,-74.042128,Todo Cepillado,False
node,5150727783,comercio,4.7168253,-74.043715,Body Dog,False
node,5150727790,comercio,4.71695,-74.0441355,Kök,False
node,5150727791,comercio,4.7169796,-74.044181,Hojaldres,False
